,OverallQual,YearBuilt,OverallCondSqft,Overall,Neighborhood,Functional,OverallQualSqft,SaleCondition,RemodUntilSale,MSSubClass,GrLivArea,GarageArea,TimeToSell,Exterior2nd,ScreenPorch,LotFrontage,log_SalePrice,YearBuilt_polinomico,GrLivArea_logaritmico,GarageArea_polinomico,TimeToSell_cuadratico,RemodUntilSale_raiz_cuadrada,OverallQualSqft_raiz_cuadrada,OverallCondSqft_polinomico,Overall_cuadratico
415,6,1993.0,29760.0,35.0,20,6,41664.0,4,15.0,5.0,2097.0,678.0,15.0,13,0.0,59.0,12.337100907936577,12.234453248312093,12.392825898959819,12.386685779485141,12.236748374453182,12.092412591958665,12.380556607583827,12.275052990451922,12.13740561271561
416,6,2007.0,22080.0,35.0,8,6,30912.0,5,0.0,0.0,1340.0,396.0,0.0,13,0.0,73.0,12.106992367829498,12.48780955257962,11.978039128407229,11.924521167271312,12.497318429835437,12.491401243296252,12.127257504317026,11.97385545542044,12.13740561271561
417,5,1978.0,27384.0,42.0,19,6,23472.0,4,28.0,5.0,1400.0,440.0,28.0,6,0.0,74.0,11.915051671812877,12.025721656803398,12.01860381407569,11.997417835492568,12.055797887168152,11.946278967771867,11.924862363971908,12.190815150427259,12.321870388045724
418,5,1918.0,44892.0,36.0,6,6,44892.0,4,57.0,6.0,2624.0,864.0,89.0,12,0.0,86.0,12.384218830913648,11.777524451407771,12.600508369953133,12.601236628016913,11.76324532519555,11.71362917719622,12.45001104260518,12.649744143423646,12.165634331807194
419,4,1940.0,19584.0,30.0,7,6,16320.0,1,57.0,4.0,1134.0,240.0,67.0,8,0.0,60.0,11.744037185933616,11.76640073036856,11.823472174061475,11.694736465889099,11.762974834999351,11.71362917719622,11.697014758224869,11.857077095655743,11.986878975606977
420,4,1968.0,20832.0,30.0,12,6,17360.0,4,42.0,0.0,1056.0,304.0,42.0,13,0.0,65.0,11.863582336583399,11.92110199394665,11.75748911557351,11.781780093378988,11.90753106006308,11.82376553206645,11.732885353356673,11.916684982857301,11.986878975606977
421,6,1997.0,24080.0,35.0,11,6,33712.0,2,10.0,10.0,1344.0,784.0,11.0,13,0.0,78.0,12.237086699059343,12.300955390184527,11.980799383940852,12.525217523964193,12.30080904305502,12.165628373650147,12.196984764344606,12.060518728237207,12.13740561271561
422,5,1977.0,37345.0,42.0,14,6,32010.0,4,9.0,0.0,1602.0,529.0,32.0,5,0.0,69.0,12.2783933071098,12.014038773628045,12.143429021750375,12.14798163192441,12.008504409748433,12.182345962905005,12.154962438110786,12.495350743753177,12.321870388045724
423,4,1954.0,17420.0,25.0,11,6,17420.0,4,54.0,0.0,988.0,520.0,54.0,6,0.0,100.0,11.635143097694478,11.819016801667658,11.695863928185787,12.132769268606788,11.818911117441237,11.734373504024912,11.734921580048884,11.747791615798738,11.820713935747172
424,7,1998.0,37130.0,40.0,15,6,59408.0,4,10.0,5.0,2630.0,696.0,10.0,13,0.0,80.0,12.66032791780777,12.318309618155354,12.602624250119527,12.412643605027176,12.317440651057764,12.165628373650147,12.735180858088164,12.490058858152697,12.272293847073069
425,5,1956.0,19425.0,30.0,12,6,23310.0,4,52.0,0.0,1196.0,297.0,52.0,14,0.0,72.0,11.842229212112828,11.83051212302189,11.872762363434273,11.771680326532909,11.831215344469076,11.748524803027223,11.92012195538355,11.849305191471515,11.986878975606977
426,6,1946.0,29352.0,56.0,17,6,25683.0,4,17.0,5.0,1389.0,240.0,63.0,6,0.0,60.0,11.813030057420567,11.78305681041411,12.011298648186795,11.694736465889099,11.775747624691181,12.06664538822692,11.987995056633538,12.261132471882247,12.598846130529052
427,6,1989.0,26875.0,35.0,20,6,37625.0,4,20.0,8.0,1644.0,569.0,20.0,14,396.0,69.0,12.524526376648708,12.172570071570362,12.167398162360303,12.214982513819134,12.16222050637144,12.030688832789528,12.289743634835013,12.171757519059268,12.13740561271561
428,3,1957.0,18438.0,24.0,12,6,12292.0,4,51.0,0.0,907.0,352.0,51.0,8,0.0,77.0,11.59917655301345,11.836640700310681,11.616672747546897,11.854198137594357,11.837737322494366,11.755702521503807,11.54592366817277,11.800150860844788,11.78560431944507
429,6,2007.0,21260.0,35.0,5,6,29764.0,5,0.0,0.0,1208.0,628.0,0.0,13,0.0,64.0,12.182804018590819,12.48780955257962,11.882006880091826,12.310560670926549,12.497318429835437,12.491401243296252,12.097759518967395,11.936563585035271,12.13740561271561
430,5,1988.0,23960.0,30.0,23,6,28752.0,4,21.0,0.0,1412.0,576.0,21.0,6,0.0,130.0,12.072541252905651,12.157814011485698,12.026507956745807,12.226563532979972,12.14805466177783,12.019311504523355,12.071280679979079,12.055487985990371,11.986878975606977
431,5,1971.0,13605.0,30.0,2,6,16326.0,0,37.0,12.0,987.0,264.0,37.0,6,0.0,21.0,11.355101379776661,11.949658628491534,11.694926391322507,11.725911968118956,11.954935530644338,11.864764616844688,11.697224930665314,11.536101897194609,11.986878975606977
432,5,1920.0,23079.0,42.0,17,6,19782.0,0,10.0,4.0,1198.0,0.0,88.0,8,0.0,60.0,11.288531131754366,11.77198644824307,11.874309534261585,11.523434115141699,11.76064397860704,12.165628373650147,11.812466869442135,12.017896940178106,12.321870388045724
433,4,1971.0,19675.0,25.0,2,2,19675.0,4,36.0,12.0,1365.0,440.0,36.0,6,0.0,24.0,11.715866308966918,11.949658628491534,11.995157367410547,11.997417835492568,11.96515615378333,11.873290682513757,11.809057597462807,11.86150698855291,11.820713935747172
434,5,1997.0,23020.0,30.0,8,6,27624.0,4,10.0,5.0,1604.0,470.0,11.0,13,0.0,100.0,12.106252310247962,12.300955390184527,12.144584576900485,12.04800128535291,12.30080904305502,12.165628373650147,12.041211387463362,12.015337918325649,11.986878975606977
435,3,1972.0,13230.0,28.0,10,6,7560.0,4,36.0,13.0,630.0,0.0,36.0,5,0.0,21.0,11.302204433654575,11.959712691920458,11.279390867947276,11.523434115141699,11.96515615378333,11.873290682513757,11.331814920274654,11.513939625455826,11.922289567993197
436,6,1996.0,28026.0,42.0,5,6,32697.0,4,13.0,5.0,1661.0,550.0,13.0,13,0.0,43.0,12.26434155365415,12.283893569774818,12.176926420997166,12.183308357555331,12.268285556072275,12.119963023161738,12.172055770080329,12.214337800774812,12.321870388045724
437,5,1920.0,26592.0,48.0,17,6,19944.0,4,56.0,4.0,1118.0,440.0,86.0,12,0.0,40.0,11.661345470088502,11.77198644824307,11.810314826388066,11.997417835492568,11.75618101445276,11.720481928097984,11.817611071291974,12.161004117728101,12.455587144322562
438,5,1926.0,20104.0,42.0,3,6,17232.0,4,5.0,3.0,904.0,180.0,83.0,14,0.0,50.0,11.686878772093667,11.760700322967523,11.613605711839796,11.625911558876943,11.751335890778194,12.261045038042889,11.728529609027603,11.88221317862143,12.321870388045724
439,4,1913.0,13080.0,30.0,6,6,10900.0,4,5.0,1.0,694.0,352.0,94.0,12,0.0,40.0,11.411446296020374,11.795183807417288,11.36892095640151,11.854198137594357,11.779950703251803,12.261045038042889,11.488046740474022,11.505005371552903,11.986878975606977
440,5,1920.0,28832.0,48.0,7,6,21624.0,4,9.0,4.0,1196.0,528.0,89.0,14,0.0,67.0,11.608235644774552,11.77198644824307,11.872762363434273,12.146293113322379,11.76324532519555,12.182345962905005,11.869773517289902,12.243066392810674,12.455587144322562
441,9,2008.0,42850.0,50.0,16,6,85700.0,4,1.0,0.0,2402.0,672.0,1.0,13,170.0,105.0,13.226723392728571,12.508139036972352,12.518617564404243,12.377848533568471,12.478221058423559,12.38838281649917,13.173834771606813,12.61370904564517,12.495155107534465
442,3,1955.0,17280.0,16.0,7,6,17280.0,4,53.0,10.0,1440.0,0.0,53.0,13,0.0,92.0,11.678439903447801,11.824637800327537,12.044692943211192,11.523434115141699,11.8249399427847,11.74141577559269,11.730164902795156,11.740457488111426,11.482208089066566
443,4,1930.0,32088.0,35.0,3,6,22920.0,4,16.0,4.0,1573.0,360.0,78.0,8,0.0,52.0,12.000891794590137,11.75769058778019,12.126509509826597,11.866740435379672,11.748192211472183,12.079327536107922,11.908641845977785,12.350292195851761,12.13740561271561
444,6,2006.0,22110.0,35.0,0,6,30954.0,5,0.0,11.0,1258.0,648.0,1.0,15,0.0,53.0,12.058152515453552,12.467781781349458,11.919562874176563,12.341654782813764,12.478221058423559,12.491401243296252,12.128326221519103,11.975200166285386,12.13740561271561
445,6,1994.0,26120.0,35.0,5,6,36568.0,4,13.0,5.0,1908.0,493.0,14.0,13,0.0,70.0,12.254862809699606,12.250643429398451,12.305335614993222,12.086997478626595,12.252393677092272,12.119963023161738,12.265182748032501,12.142816732959492,12.13740561271561
446,5,1956.0,26470.0,30.0,7,6,31764.0,4,53.0,0.0,1689.0,480.0,53.0,14,0.0,73.0,11.755871643580617,11.83051212302189,12.19240956339534,12.064944964175979,11.8249399427847,11.74141577559269,12.14879714698014,12.1563334575161,11.986878975606977
447,5,1966.0,35226.0,36.0,12,4,35226.0,4,8.0,0.0,1888.0,578.0,44.0,10,0.0,137.0,12.154779351142624,11.903392895100069,12.295575070740782,12.2298625084407,11.89029530621697,12.200021130594704,12.233482189502766,12.440865338840565,12.165634331807194
448,6,1998.0,25665.0,35.0,8,6,35931.0,4,7.0,5.0,1886.0,431.0,8.0,13,0.0,69.0,12.205572520488492,12.318309618155354,12.29459333854059,11.982354245783489,12.35144359608599,12.21884010553406,12.250209462090654,12.124983466216978,12.13740561271561
449,5,1937.0,22380.0,36.0,9,6,22380.0,4,56.0,4.0,1376.0,198.0,69.0,8,0.0,50.0,11.691071650353702,11.761316688942316,12.002590368403249,11.645078734929116,11.758067898198918,11.720481928097984,11.892583830344527,11.987240617232297,12.165634331807194
450,2,1948.0,23261.0,21.0,17,6,9969.0,4,5.0,4.0,1183.0,308.0,59.0,8,0.0,50.0,11.695247021764184,11.79055850306554,11.862642299467009,11.787608490023105,11.792465635837626,12.261045038042889,11.447248025290289,12.0257578590373,11.676522253878483
451,5,1930.0,21672.0,48.0,17,6,16254.0,4,1.0,1.0,813.0,270.0,76.0,14,0.0,70.0,11.608235644774552,11.75769058778019,11.51539323039513,11.73399457892797,11.748660774136175,12.38838281649917,11.694700306559692,11.955430169511404,12.455587144322562
452,6,1975.0,25875.0,35.0,4,6,36225.0,4,31.0,0.0,1533.0,576.0,31.0,10,0.0,62.0,12.542544882151386,11.991493465792246,12.102653492225937,12.226563532979972,12.019957914591993,11.917818917860643,12.257136562929526,12.133251073633351,12.13740561271561
453,5,1996.0,24030.0,30.0,23,6,28836.0,4,10.0,5.0,1756.0,422.0,11.0,13,0.0,69.0,12.225875272826354,12.283893569774818,12.228441135070963,11.967359736826372,12.30080904305502,12.165628373650147,12.073496083831742,12.058425178721087,11.986878975606977
454,7,2008.0,23120.0,40.0,21,6,36992.0,4,1.0,5.0,1590.0,676.0,1.0,13,0.0,75.0,12.254862809699606,12.508139036972352,12.136465268681963,12.383749925424523,12.478221058423559,12.38838281649917,12.275077076026486,12.019672155102041,12.272293847073069
455,4,1976.0,28720.0,25.0,11,6,28720.0,3,30.0,10.0,1728.0,560.0,30.0,10,0.0,63.0,12.144197241812087,12.002629686811133,12.21355318260536,12.200019416282066,12.031657995776467,11.927146081341684,12.070435865510982,12.23912735632849,11.820713935747172
456,6,1973.0,25524.0,42.0,14,6,29778.0,4,34.0,0.0,1242.0,528.0,34.0,6,0.0,80.0,12.075394321888057,11.9700358989071,11.907709729572865,12.146293113322379,11.986337129084054,11.890705752359823,12.09812264370218,12.119396765130812,12.321870388045724
457,4,1916.0,19125.0,25.0,17,6,19125.0,0,58.0,6.0,1344.0,513.0,92.0,0,0.0,34.0,11.49272275765271,11.783938027806698,11.980799383940852,12.120916826707123,11.77252882300656,11.706836279086621,11.791385128042293,11.83453086514577,11.820713935747172
458,3,1954.0,31314.0,24.0,4,2,20876.0,4,14.0,0.0,1663.0,529.0,54.0,10,0.0,69.0,12.4529327234617,11.819016801667658,12.178040979291836,12.14798163192441,11.818911117441237,12.105941585697117,11.846808675715653,12.326058015929581,11.78560431944507
459,7,1925.0,29036.0,56.0,17,6,33184.0,4,12.0,6.0,1666.0,228.0,83.0,15,0.0,69.0,11.9891596439666,11.762020927639696,12.179710307471165,11.679882849838654,11.751335890778194,12.134534944639528,12.184064341336478,12.25019737200491,12.598846130529052
460,4,1950.0,13868.0,20.0,3,6,17335.0,4,59.0,4.0,1203.0,352.0,59.0,8,0.0,69.0,11.608235644774552,11.799047436170895,11.878166198630147,11.854198137594357,11.792465635837626,11.700101692351728,11.73203588717448,11.551497856478628,11.638910493136194
461,7,2009.0,26270.0,40.0,21,6,42032.0,5,0.0,5.0,1935.0,552.0,0.0,13,0.0,75.0,12.481561937216318,12.528771165088529,12.318351375344434,12.186657143247594,12.497318429835437,12.491401243296252,12.388607351636779,12.148630956428647,12.272293847073069
462,6,1936.0,30654.0,63.0,18,6,23842.0,4,2.0,6.0,1135.0,576.0,73.0,14,0.0,60.0,11.951180395901384,11.76009639711674,11.82428833889654,12.226563532979972,11.751212940689012,12.345711186945477,11.935628248423082,12.304782409879506,12.691357097682268
463,4,1965.0,14760.0,25.0,19,6,14760.0,4,44.0,0.0,864.0,360.0,44.0,8,0.0,60.0,11.041048081342682,11.894934151251618,11.571711342300926,11.866740435379672,11.89029530621697,11.808054306939018,11.640992515248023,11.602818485214128,11.820713935747172
464,5,1934.0,29925.0,42.0,6,6,25650.0,4,13.0,6.0,1660.0,240.0,74.0,12,0.0,74.0,12.147913731356642,11.758361813080455,12.176368638789347,11.694736465889099,11.75011564216382,12.119963023161738,11.987073217496413,12.2806195341967,12.321870388045724
465,4,1978.0,15600.0,25.0,5,6,15600.0,4,31.0,0.0,1040.0,0.0,31.0,6,0.0,60.0,11.728036844587175,12.025721656803398,11.743353396559957,11.523434115141699,12.019957914591993,11.917818917860643,11.671507241267252,11.649893459092114,11.820713935747172
466,6,2004.0,23005.0,35.0,0,6,32207.0,4,2.0,11.0,1414.0,398.0,2.0,13,0.0,69.0,12.093687514935382,12.42862765613745,12.027818784560264,11.927787586906177,12.459370263352595,12.345711186945477,12.159882620856267,12.014686482867981,12.13740561271561
467,6,1970.0,21785.0,35.0,12,6,30499.0,4,37.0,0.0,1277.0,526.0,37.0,10,176.0,85.0,12.025749091398891,11.939872778059225,11.933444369099663,12.142914686439285,11.954935530644338,11.864764616844688,12.116709533359401,11.960558894545834,12.13740561271561
468,4,1942.0,30296.0,35.0,12,6,21640.0,4,12.0,6.0,1644.0,312.0,65.0,8,0.0,79.0,11.894780707439258,11.770985368547144,12.167398162360303,11.793477325722323,11.76886807716344,12.134534944639528,11.870260368392792,12.293003967915688,12.13740561271561
469,7,2006.0,28800.0,40.0,16,6,46080.0,4,1.0,0.0,1634.0,866.0,1.0,13,0.0,98.0,12.429216196844383,12.467781781349458,12.161747199056963,12.602752666547847,12.478221058423559,12.38838281649917,12.474940414179073,12.2419426916362,12.272293847073069
470,5,1993.0,23790.0,30.0,20,6,28548.0,4,15.0,5.0,1710.0,506.0,15.0,6,0.0,76.0,12.138863895836725,12.234453248312093,12.203854494097417,12.109051471054451,12.236748374453182,12.092412591958665,12.065886902227083,12.048324524259733,11.986878975606977
471,7,1985.0,25100.0,40.0,22,6,40160.0,4,25.0,11.0,1502.0,528.0,25.0,6,140.0,69.0,12.26434155365415,12.115246304109633,12.083733237848337,12.146293113322379,12.093857046812534,11.97630910931084,12.347277985970235,12.102423945042208,12.272293847073069
472,6,1977.0,31680.0,42.0,14,6,36960.0,4,30.0,5.0,1969.0,534.0,30.0,10,276.0,92.0,12.154779351142624,12.014038773628045,12.334485768385427,12.15641673195657,12.031657995776467,11.927146081341684,12.274332319136608,12.337613295197214,12.321870388045724
473,5,2005.0,16080.0,30.0,7,6,19296.0,4,3.0,13.0,1072.0,525.0,3.0,13,0.0,35.0,11.904967552746252,12.448054792722587,11.771412458927417,12.141224805387361,12.440766044622542,12.312968093967891,11.796906568036137,11.676253472969075,11.986878975606977
474,7,2006.0,34180.0,40.0,16,6,54688.0,5,0.0,0.0,1976.0,908.0,1.0,13,0.0,110.0,12.994530005894443,12.467781781349458,12.337772970094935,12.629737536062501,12.478221058423559,12.491401243296252,12.646722422094586,12.412015795919505,12.272293847073069
475,7,2000.0,26485.0,40.0,22,6,42376.0,4,7.0,11.0,1652.0,499.0,7.0,5,0.0,41.0,12.43320821811392,12.353899019021583,12.171894254188192,12.097177871446409,12.368814933111473,12.21884010553406,12.396101236948894,12.15690885599848,12.272293847073069
476,4,1963.0,21204.0,30.0,19,6,17670.0,4,44.0,0.0,970.0,624.0,44.0,6,192.0,80.0,11.794337924408413,11.878803621902307,11.678841416977832,12.304250560583691,11.89029530621697,11.808054306939018,11.74336834838456,11.933978874542436,11.986878975606977
477,5,1997.0,24860.0,30.0,5,6,29832.0,4,10.0,0.0,1493.0,508.0,11.0,13,0.0,75.0,12.249610947544657,12.300955390184527,12.078167124357854,12.112442618107991,12.30080904305502,12.165628373650147,12.099522468705528,12.09270098500332,11.986878975606977
478,8,2006.0,40665.0,45.0,16,6,73197.0,4,1.0,5.0,2643.0,694.0,1.0,13,0.0,105.0,12.84792653170257,12.467781781349458,12.607192151854186,12.409802030166018,12.478221058423559,12.38838281649917,12.975164545445091,12.570568131483736,12.391543678679353
479,7,2007.0,29835.0,40.0,5,6,47736.0,4,1.0,0.0,1718.0,826.0,2.0,13,0.0,79.0,12.601487417784837,12.48780955257962,12.208177557844635,12.568723943077483,12.459370263352595,12.38838281649917,12.509160279502437,12.27758772685308,12.272293847073069
480,3,1937.0,26887.0,28.0,17,6,15364.0,2,7.0,1.0,1131.0,672.0,70.0,12,0.0,50.0,11.401669829409995,11.761316688942316,11.821019358045685,12.377848533568471,11.755984294310071,12.21884010553406,11.663018835528902,12.172210998351243,11.922289567993197
481,8,2004.0,31525.0,45.0,16,6,56745.0,4,1.0,0.0,1850.0,772.0,2.0,13,0.0,98.0,12.694652660348845,12.42862765613745,12.276741965861671,12.511462204662129,12.459370263352595,12.38838281649917,12.685724287944957,12.332740706954281,12.391543678679353
482,8,2003.0,31250.0,45.0,16,6,56250.0,4,2.0,0.0,1792.0,874.0,3.0,13,0.0,72.0,12.832011076396668,12.40949944103545,12.247237939406533,12.608612951933308,12.440766044622542,12.345711186945477,12.676404283262293,12.324019682615166,12.391543678679353
483,6,1915.0,37808.0,56.0,17,3,33082.0,4,4.0,6.0,1826.0,164.0,94.0,12,0.0,50.0,11.951180395901384,11.787470829568974,12.264647110864008,11.610033069095657,11.779950703251803,12.285364389702087,12.1815565325171,12.50656902505275,12.598846130529052
484,5,1998.0,20250.0,30.0,11,6,24300.0,4,8.0,11.0,1216.0,402.0,8.0,13,0.0,32.0,12.007621706806335,12.318309618155354,11.888119054664532,11.934335942814684,12.35144359608599,12.200021130594704,11.948839617651528,11.889193452034602,11.986878975606977
485,4,1962.0,22827.0,35.0,19,6,16305.0,4,6.0,0.0,999.0,264.0,45.0,10,0.0,69.0,11.794337924408413,11.871129975281747,11.706114717676074,11.725911968118956,11.882047293805286,12.239058663539138,11.696489158035028,12.006930182907945,12.13740561271561
486,4,1950.0,25221.0,35.0,12,6,18015.0,4,2.0,0.0,1113.0,264.0,59.0,8,0.0,80.0,11.898187865760873,11.799047436170895,11.806164550261062,11.725911968118956,11.792465635837626,12.345711186945477,11.754927363240112,12.107294165290702,12.13740561271561
487,4,1965.0,26138.0,35.0,12,6,18670.0,4,42.0,0.0,1073.0,515.0,42.0,8,0.0,79.0,11.957611286231675,11.894934151251618,11.772275761374862,12.12430476062691,11.90753106006308,11.82376553206645,11.776572176810895,12.143516133450834,12.13740561271561
488,4,1971.0,29634.0,30.0,14,6,24695.0,4,36.0,0.0,1484.0,487.0,36.0,10,180.0,70.0,12.072541252905651,11.949658628491534,12.072567378557652,12.076817400642167,11.96515615378333,11.873290682513757,11.960134045781892,12.270777757635658,11.986878975606977
489,4,1900.0,25208.0,20.0,17,4,31510.0,4,36.0,14.0,2414.0,520.0,106.0,14,0.0,60.0,11.982929094215963,11.86587393768059,12.523234037762467,12.132769268606788,11.845194397359982,11.873290682513757,12.14240625540759,12.106771937587371,11.638910493136194
490,3,1970.0,17408.0,32.0,10,6,8704.0,4,7.0,13.0,630.0,286.0,39.0,5,0.0,21.0,11.362102575235644,11.939872778059225,11.279390867947276,11.756076104390054,11.935234013389094,12.21884010553406,11.388624416167517,11.747164247481761,12.04896623878057
491,4,1976.0,19248.0,30.0,10,6,16040.0,4,32.0,12.0,1304.0,336.0,32.0,5,0.0,69.0,11.652687407345388,12.002629686811133,11.952819746095734,11.829490765454565,12.008504409748433,11.908641017893157,11.687163372080796,11.840605818533263,11.986878975606977
492,5,1941.0,29414.0,42.0,12,6,25212.0,4,56.0,4.0,1578.0,240.0,65.0,14,0.0,79.0,11.79810440720389,11.768572901361722,12.12944879269106,11.694736465889099,11.76886807716344,11.720481928097984,11.974781263598302,12.263262204589054,12.321870388045724
493,5,2006.0,20345.0,30.0,8,6,24414.0,5,0.0,5.0,1456.0,429.0,0.0,13,0.0,105.0,12.059803326028716,12.467781781349458,12.05492636793923,11.97901581329974,12.497318429835437,12.491401243296252,11.952108638992717,11.893717317270326,11.986878975606977
494,4,1960.0,24690.0,30.0,12,6,20575.0,4,48.0,0.0,1269.0,308.0,48.0,14,0.0,70.0,11.951180395901384,11.856561265347636,11.92762485163908,11.787608490023105,11.858782714615716,11.777668645982803,11.837451573899568,12.085763030063783,11.986878975606977
495,4,1938.0,17880.0,40.0,17,6,11175.0,4,13.0,1.0,886.0,273.0,71.0,8,0.0,50.0,11.421906066583059,11.76277355471916,11.594987237455236,11.738077172856512,11.75414726676214,12.119963023161738,11.499761416055293,11.771661611274983,12.272293847073069
496,3,1920.0,10800.0,20.0,9,6,8640.0,0,59.0,1.0,720.0,0.0,89.0,14,0.0,60.0,10.460242108190519,11.77198644824307,11.402958161691245,11.523434115141699,11.76324532519555,11.700101692351728,11.38554870475717,11.364258465133275,11.638910493136194
497,7,1992.0,51010.0,40.0,15,6,81616.0,4,14.0,0.0,3228.0,546.0,15.0,3,0.0,69.0,12.971540487669746,12.218551752546091,12.792431564601838,12.176601687666375,12.236748374453182,12.105941585697117,13.11063887923531,12.735183413257756,12.272293847073069
498,6,1925.0,29436.0,42.0,3,6,34342.0,4,58.0,4.0,1820.0,240.0,83.0,14,0.0,60.0,12.122691036591123,11.762020927639696,12.261598571567987,11.694736465889099,11.751335890778194,11.706836279086621,12.212269498044725,12.264016676557985,12.321870388045724
499,4,1967.0,20650.0,35.0,19,6,14750.0,4,5.0,0.0,899.0,288.0,42.0,6,0.0,65.0,11.77528972943772,11.912115199145319,11.608471321364622,11.758888324003575,11.90753106006308,12.261045038042889,11.640624085317201,11.908145180716192,12.13740561271561
500,4,1958.0,21231.0,35.0,12,6,15165.0,4,22.0,0.0,912.0,297.0,49.0,8,0.0,70.0,11.695247021764184,11.843024462754556,11.621762025082848,11.771680326532909,11.851521007567685,12.008201990695,11.655810440198302,11.935225682843415,12.13740561271561
501,5,1973.0,16860.0,30.0,2,6,20232.0,4,34.0,12.0,1218.0,264.0,34.0,6,0.0,21.0,11.635143097694478,11.9700358989071,11.889640820376437,11.725911968118956,11.986337129084054,11.890705752359823,11.826704997646074,11.718259892750645,11.986878975606977
502,6,2005.0,25025.0,35.0,21,6,35035.0,4,3.0,5.0,1768.0,603.0,3.0,13,0.0,75.0,12.33138283649562,12.448054792722587,12.234749191940061,12.270676857593607,12.440766044622542,12.312968093967891,12.228921651194282,12.09939453173005,12.13740561271561
503,4,1965.0,28721.0,35.0,7,6,20515.0,4,42.0,0.0,1214.0,461.0,42.0,8,0.0,70.0,11.84939770159144,11.894934151251618,11.886594786047372,12.032779107183554,11.90753106006308,11.82376553206645,11.835578207189252,12.239162601685985,12.13740561271561
504,6,1959.0,44696.0,56.0,6,6,39109.0,4,13.0,0.0,1801.0,484.0,51.0,14,161.0,100.0,12.57418196709457,11.849664340913478,12.251878169402605,12.071728398696724,11.837737322494366,12.119963023161738,12.323651448835966,12.64645851220507,12.598846130529052
505,5,1974.0,19695.0,30.0,13,6,23634.0,4,35.0,12.0,1322.0,440.0,35.0,2,0.0,24.0,11.898187865760873,11.980629180010965,11.965515220110088,11.997417835492568,11.975623353263236,11.881936011235304,11.929586441820476,11.862478820133278,11.986878975606977
506,4,1952.0,26400.0,25.0,17,6,26400.0,4,57.0,10.0,1960.0,400.0,57.0,14,0.0,60.0,11.732060994886899,11.808531054211471,12.330242160872613,11.93105921505949,11.80230409945633,11.71362917719622,12.0078798440214,12.153644044659405,11.820713935747172
507,7,1993.0,25350.0,40.0,20,6,40560.0,4,12.0,5.0,1911.0,471.0,13.0,13,0.0,80.0,12.2783933071098,12.234453248312093,12.306790870634277,12.049694429413172,12.268285556072275,12.134534944639528,12.356188653726724,12.112462994647732,12.272293847073069
508,5,2009.0,21650.0,30.0,21,6,25980.0,5,0.0,0.0,1218.0,676.0,0.0,13,0.0,75.0,12.246734627249063,12.528771165088529,11.889640820376437,12.383749925424523,12.497318429835437,12.491401243296252,11.996265102834649,11.954429366412176,11.986878975606977
509,6,1928.0,34245.0,63.0,17,6,26635.0,4,3.0,6.0,1378.0,360.0,80.0,8,0.0,60.0,11.9891596439666,11.758739057553385,12.003935441368418,11.866740435379672,11.748709954171847,12.312968093967891,12.014338276814119,12.413847043416702,12.691357097682268
510,4,1959.0,20358.0,30.0,12,6,16965.0,4,50.0,0.0,1041.0,270.0,50.0,8,0.0,80.0,11.732060994886899,11.849664340913478,11.744243223906587,11.73399457892797,11.84450587686057,11.762950961542382,11.71939142142554,11.894335264507323,11.986878975606977
511,4,1951.0,28154.0,35.0,12,2,20110.0,4,9.0,0.0,1363.0,288.0,58.0,14,168.0,75.0,12.01309450854769,11.8036644442941,11.993799484222102,11.758888324003575,11.797261579476523,12.182345962905005,11.822860663601253,12.218959575140845,12.13740561271561
512,6,2005.0,22890.0,35.0,16,6,32046.0,5,0.0,11.0,1368.0,474.0,1.0,13,0.0,40.0,12.219309648562168,12.448054792722587,11.997190469016394,12.054775656731529,12.478221058423559,12.491401243296252,12.155862686003013,12.009680863264055,12.13740561271561
513,4,1958.0,16080.0,25.0,12,6,16080.0,4,48.0,0.0,864.0,624.0,48.0,13,0.0,70.0,11.77452020265869,11.843024462754556,11.571711342300926,12.304250560583691,11.858782714615716,11.777668645982803,11.688575948038705,11.676253472969075,11.820713935747172
514,5,1983.0,18640.0,30.0,11,6,22368.0,4,24.0,0.0,1080.0,484.0,24.0,13,0.0,71.0,11.805595078933049,12.088275587656426,11.778296465401365,12.071728398696724,12.107036586042488,11.986716083782026,11.892224797699729,11.810339020499633,11.986878975606977
515,4,1926.0,12730.0,25.0,6,6,12730.0,4,57.0,3.0,789.0,200.0,81.0,14,0.0,55.0,11.477298287327077,11.760700322967523,11.487657840469733,11.647290374251638,11.74933869003305,11.71362917719622,11.563449120655571,11.484004013425315,11.820713935747172
516,9,2009.0,34730.0,50.0,16,6,69460.0,5,0.0,0.0,2020.0,900.0,0.0,5,0.0,94.0,12.906346868281233,12.528771165088529,12.358172605563112,12.625333918196928,12.497318429835437,12.491401243296252,12.912538740716924,12.427349359703875,12.495155107534465
517,5,1972.0,33060.0,36.0,14,6,33060.0,0,37.0,8.0,2119.0,583.0,37.0,6,0.0,69.0,11.970350312009105,11.959712691920458,12.402493417837807,12.23808961020911,11.954935530644338,11.864764616844688,12.181015125938686,12.379648295510654,12.165634331807194
518,6,1996.0,34205.0,35.0,15,6,47887.0,4,12.0,5.0,2344.0,889.0,13.0,13,0.0,79.0,12.487485104968359,12.283893569774818,12.495974569333278,12.618702232152343,12.268285556072275,12.134534944639528,12.51225082686355,12.412720729998965,12.13740561271561
